cardID,username,condition,price,id,inCart,isSold
9,username161,Moderately Played,$0.09 ,listing46,0,0
9,username171,Damaged,$30.32 ,listing47,0,0
9,username200,Damaged,$90.95 ,listing48,0,0
9,username194,Heavily Played,$36.76 ,listing49,0,0
10,username18,Near Mint,$79.70 ,listing50,0,0
10,username226,Moderately Played,$61.17 ,listing51,0,0
10,username28,Heavily Played,$57.37 ,listing52,0,0
10,username3,Moderately Played,$58.27 ,listing53,0,0
10,username217,Damaged,$51.80 ,listing54,0,0
11,username214,Damaged,$20.08 ,listing55,0,0
11,username10,Moderately Played,$93.45 ,listing56,0,0
11,username221,Damaged,$39.94 ,listing57,0,0
11,username205,Lightly Played,$90.02 ,listing58,0,0
11,username68,Moderately Played,$9.65 ,listing59,0,0
12,username111,Lightly Played,$51.30 ,listing60,0,0
12,username235,Damaged,$87.78 ,listing61,0,0
12,username172,Heavily Played,$90.18 ,listing62,0,0
12,username206,Near Mint,$6.93 ,listing63,0,0
12,username126,Damaged,$19.57 ,listing64,0,0
13,username90,Moderately Played,$15.05 ,listing65,0,0
13,username9,Heavily Played,$31.51 ,listing66,0,0
13,username176,Damaged,$80.58 ,listing67,0,0
13,username144,Moderately Played,$10.72 ,listing68,0,0
13,username101,Damaged,$98.44 ,listing69,0,0
14,username85,Lightly Played,$27.15 ,listing70,0,0
14,username73,Near Mint,$16.15 ,listing71,0,0
14,username51,Near Mint,$74.70 ,listing72,0,0
14,username38,Near Mint,$47.16 ,listing73,0,0
14,username130,Near Mint,$53.13 ,listing74,0,0
15,username31,Heavily Played,$55.74 ,listing75,0,0
15,username11,Moderately Played,$40.85 ,listing76,0,0
15,username141,Damaged,$26.94 ,listing77,0,0
15,username199,Heavily Played,$92.12 ,listing78,0,0
15,username157,Damaged,$8.94 ,listing79,0,0
16,username67,Moderately Played,$79.61 ,listing80,0,0
16,username102,Heavily Played,$42.83 ,listing81,0,0
16,username95,Lightly Played,$1.03 ,listing82,0,0
16,username186,Near Mint,$44.66 ,listing83,0,0
16,username113,Near Mint,$88 ,listing84,0,0
17,username43,Damaged,$23.67 ,listing85,0,0
17,username28,Damaged,$76.15 ,listing86,0,0
17,username74,Lightly Played,$98.90 ,listing87,0,0
17,username241,Near Mint,$37.71 ,listing88,0,0
17,username236,Near Mint,$46.17 ,listing89,0,0
18,username0,Near Mint,$9.60 ,listing90,0,0
18,username32,Lightly Played,$94.82 ,listing91,0,0
18,username203,Damaged,$81.68 ,listing92,0,0
18,username35,Near Mint,$72.18 ,listing93,0,0
18,username212,Moderately Played,$51.44 ,listing94,0,0
19,username22,Damaged,$96.29 ,listing95,0,0
19,username42,Moderately Played,$23.20 ,listing96,0,0
19,username208,Damaged,$36.46 ,listing97,0,0
19,username233,Lightly Played,$59.86 ,listing98,0,0
19,username174,Near Mint,$87.28 ,listing99,0,0
20,username96,Damaged,$21.31 ,listing100,0,0
20,username139,Near Mint,$55.16 ,listing101,0,0
20,username41,Lightly Played,$84.81 ,listing102,0,0
20,username204,Damaged,$38.84 ,listing103,0,0
20,username65,Damaged,$16.46 ,listing104,0,0
21,username121,Near Mint,$53.15 ,listing105,0,0
21,username14,Lightly Played,$63.07 ,listing106,0,0
21,username127,Damaged,$83.36 ,listing107,0,0
21,username47,Moderately Played,$25.20 ,listing108,0,0
21,username224,Moderately Played,$98.52 ,listing109,0,0
22,username71,Moderately Played,$66.51 ,listing110,0,0
22,username238,Moderately Played,$21.87 ,listing111,0,0
22,username168,Moderately Played,$5.40 ,listing112,0,0
22,username152,Near Mint,$24.01 ,listing113,0,0
22,username199,Near Mint,$72.06 ,listing114,0,0
23,username125,Moderately Played,$44.04 ,listing115,0,0
23,username217,Near Mint,$58.56 ,listing116,0,0
23,username217,Lightly Played,$95.44 ,listing117,0,0
23,username147,Heavily Played,$37.34 ,listing118,0,0
23,username139,Damaged,$14.20 ,listing119,0,0
24,username87,Near Mint,$61.13 ,listing120,0,0
24,username83,Moderately Played,$17.31 ,listing121,0,0
24,username45,Moderately Played,$9.67 ,listing122,0,0
24,username110,Lightly Played,$75.87 ,listing123,0,0
24,username9,Heavily Played,$62.32 ,listing124,0,0
25,username228,Damaged,$87.10 ,listing125,0,0
25,username122,Heavily Played,$15.54 ,listing126,0,0
25,username203,Damaged,$7.85 ,listing127,0,0
25,username155,Lightly Played,$18.63 ,listing128,0,0
25,username231,Heavily Played,$82.60 ,listing129,0,0
26,username23,Near Mint,$42.51 ,listing130,0,0
26,username95,Damaged,$74.61 ,listing131,0,0
26,username14,Damaged,$71.69 ,listing132,0,0
26,username161,Moderately Played,$6.86 ,listing133,0,0
26,username161,Heavily Played,$42.49 ,listing134,0,0
27,username1,Heavily Played,$4.70 ,listing135,0,0
27,username119,Lightly Played,$28.72 ,listing136,0,0
27,username73,Near Mint,$79.45 ,listing137,0,0
27,username186,Heavily Played,$69.29 ,listing138,0,0
27,username129,Heavily Played,$34.16 ,listing139,0,0
28,username42,Lightly Played,$41.33 ,listing140,0,0
28,username54,Heavily Played,$5.97 ,listing141,0,0
28,username13,Near Mint,$32.90 ,listing142,0,0
28,username86,Near Mint,$43.16 ,listing143,0,0
28,username217,Heavily Played,$26.69 ,listing144,0,0
29,username102,Lightly Played,$53.02 ,listing145,0,0
29,username232,Lightly Played,$40.47 ,listing146,0,0
29,username93,Moderately Played,$69.37 ,listing147,0,0
29,username176,Moderately Played,$39.05 ,listing148,0,0
29,username231,Heavily Played,$37.36 ,listing149,0,0
30,username74,Damaged,$24.54 ,listing150,0,0
30,username5,Near Mint,$15.52 ,listing151,0,0
30,username95,Near Mint,$41.48 ,listing152,0,0
30,username42,Moderately Played,$54.65 ,listing153,0,0
30,username157,Near Mint,$30.15 ,listing154,0,0
31,username196,Moderately Played,$13.17 ,listing155,0,0
31,username70,Near Mint,$38.22 ,listing156,0,0
31,username71,Near Mint,$34.38 ,listing157,0,0
31,username4,Heavily Played,$3.04 ,listing158,0,0
31,username205,Moderately Played,$61 ,listing159,0,0
32,username235,Near Mint,$70.29 ,listing160,0,0
32,username9,Heavily Played,$79.14 ,listing161,0,0
32,username215,Lightly Played,$32.71 ,listing162,0,0
32,username199,Damaged,$98.68 ,listing163,0,0
32,username63,Damaged,$98.30 ,listing164,0,0
33,username245,Lightly Played,$91.89 ,listing165,0,0
33,username184,Heavily Played,$21.37 ,listing166,0,0
33,username236,Near Mint,$78.75 ,listing167,0,0
33,username110,Damaged,$31.22 ,listing168,0,0
33,username121,Moderately Played,$10.31 ,listing169,0,0
34,username70,Near Mint,$99.53 ,listing170,0,0
34,username45,Moderately Played,$94.37 ,listing171,0,0
34,username67,Damaged,$90.82 ,listing172,0,0
34,username197,Damaged,$45.67 ,listing173,0,0
34,username83,Moderately Played,$2.61 ,listing174,0,0
35,username194,Lightly Played,$80.75 ,listing175,0,0
35,username204,Lightly Played,$59.27 ,listing176,0,0
35,username11,Damaged,$74.22 ,listing177,0,0
35,username152,Heavily Played,$47.01 ,listing178,0,0
35,username128,Damaged,$12.42 ,listing179,0,0
36,username78,Moderately Played,$37.49 ,listing180,0,0
36,username54,Heavily Played,$57.86 ,listing181,0,0
36,username75,Near Mint,$91.64 ,listing182,0,0
36,username247,Lightly Played,$40.72 ,listing183,0,0
36,username98,Moderately Played,$21.99 ,listing184,0,0
37,username37,Damaged,$90.24 ,listing185,0,0
37,username58,Near Mint,$73.50 ,listing186,0,0
37,username191,Lightly Played,$55.09 ,listing187,0,0
37,username221,Heavily Played,$0.23 ,listing188,0,0
37,username88,Heavily Played,$57.53 ,listing189,0,0
38,username244,Near Mint,$75.54 ,listing190,0,0
38,username204,Damaged,$73.36 ,listing191,0,0
38,username164,Near Mint,$56.13 ,listing192,0,0
38,username94,Near Mint,$98.48 ,listing193,0,0
38,username44,Heavily Played,$98.90 ,listing194,0,0
39,username136,Damaged,$34.95 ,listing195,0,0
39,username5,Moderately Played,$80.68 ,listing196,0,0
39,username146,Moderately Played,$76.88 ,listing197,0,0
39,username242,Near Mint,$45.90 ,listing198,0,0
39,username215,Heavily Played,$35.27 ,listing199,0,0
40,username31,Moderately Played,$53.92 ,listing200,0,0
40,username53,Moderately Played,$34.86 ,listing201,0,0
40,username248,Moderately Played,$59.26 ,listing202,0,0
40,username150,Heavily Played,$83.36 ,listing203,0,0
40,username39,Heavily Played,$85.93 ,listing204,0,0
41,username206,Damaged,$98.38 ,listing205,0,0
41,username244,Near Mint,$58.30 ,listing206,0,0
41,username92,Lightly Played,$83.30 ,listing207,0,0
41,username62,Heavily Played,$13.20 ,listing208,0,0
41,username66,Lightly Played,$90.61 ,listing209,0,0
42,username28,Damaged,$86.27 ,listing210,0,0
42,username218,Near Mint,$26.28 ,listing211,0,0
42,username97,Heavily Played,$88.20 ,listing212,0,0
42,username127,Near Mint,$93.09 ,listing213,0,0
42,username30,Damaged,$89.81 ,listing214,0,0
43,username68,Damaged,$28.17 ,listing215,0,0
43,username116,Damaged,$7.13 ,listing216,0,0
43,username236,Lightly Played,$66.15 ,listing217,0,0
43,username127,Heavily Played,$76.96 ,listing218,0,0
43,username210,Moderately Played,$27.71 ,listing219,0,0
44,username206,Lightly Played,$4.12 ,listing220,0,0
44,username154,Damaged,$69.84 ,listing221,0,0
44,username6,Damaged,$93.67 ,listing222,0,0
44,username45,Lightly Played,$22.74 ,listing223,0,0
44,username221,Lightly Played,$69.94 ,listing224,0,0
45,username33,Lightly Played,$65.64 ,listing225,0,0
45,username104,Near Mint,$5.89 ,listing226,0,0
45,username140,Moderately Played,$73.71 ,listing227,0,0
45,username123,Lightly Played,$72.86 ,listing228,0,0
45,username139,Lightly Played,$14.84 ,listing229,0,0
46,username107,Near Mint,$9.83 ,listing230,0,0
46,username103,Damaged,$79.84 ,listing231,0,0
46,username29,Near Mint,$87.78 ,listing232,0,0
46,username20,Moderately Played,$41.35 ,listing233,0,0
46,username187,Lightly Played,$96.57 ,listing234,0,0
47,username154,Lightly Played,$6.80 ,listing235,0,0
47,username138,Near Mint,$40.73 ,listing236,0,0
47,username81,Lightly Played,$45.03 ,listing237,0,0
47,username208,Lightly Played,$98.98 ,listing238,0,0
47,username68,Moderately Played,$88.23 ,listing239,0,0
48,username126,Heavily Played,$18.33 ,listing240,0,0
48,username183,Heavily Played,$19.40 ,listing241,0,0
48,username92,Moderately Played,$82.34 ,listing242,0,0
48,username71,Lightly Played,$68.12 ,listing243,0,0
48,username22,Heavily Played,$63.67 ,listing244,0,0
49,username102,Moderately Played,$83.67 ,listing245,0,0
49,username9,Lightly Played,$52.91 ,listing246,0,0
49,username249,Moderately Played,$11.90 ,listing247,0,0
49,username158,Heavily Played,$17.32 ,listing248,0,0
49,username43,Heavily Played,$52.32 ,listing249,0,0
50,username175,Heavily Played,$53.56 ,listing250,0,0
50,username19,Damaged,$49.32 ,listing251,0,0
50,username185,Damaged,$37.42 ,listing252,0,0
50,username13,Moderately Played,$25.94 ,listing253,0,0
50,username78,Lightly Played,$78.67 ,listing254,0,0
51,username62,Near Mint,$63.95 ,listing255,0,0
51,username67,Heavily Played,$73.34 ,listing256,0,0
51,username154,Heavily Played,$68.57 ,listing257,0,0
51,username183,Near Mint,$95.26 ,listing258,0,0
51,username217,Moderately Played,$97.41 ,listing259,0,0
52,username173,Lightly Played,$86.29 ,listing260,0,0
52,username11,Near Mint,$8.48 ,listing261,0,0
52,username163,Damaged,$62.22 ,listing262,0,0
52,username195,Moderately Played,$78.15 ,listing263,0,0
52,username189,Near Mint,$65.37 ,listing264,0,0
53,username91,Moderately Played,$83.45 ,listing265,0,0
53,username167,Lightly Played,$17.84 ,listing266,0,0
53,username229,Moderately Played,$65.07 ,listing267,0,0
53,username89,Heavily Played,$10.54 ,listing268,0,0
53,username208,Heavily Played,$19.81 ,listing269,0,0
54,username243,Moderately Played,$31.08 ,listing270,0,0
54,username11,Lightly Played,$53.68 ,listing271,0,0
54,username7,Moderately Played,$77.44 ,listing272,0,0
54,username41,Moderately Played,$2.30 ,listing273,0,0
54,username168,Near Mint,$90.14 ,listing274,0,0
55,username132,Moderately Played,$25.31 ,listing275,0,0
55,username93,Heavily Played,$7.11 ,listing276,0,0
55,username26,Moderately Played,$22.64 ,listing277,0,0
55,username84,Lightly Played,$88.71 ,listing278,0,0
55,username23,Lightly Played,$34.39 ,listing279,0,0
56,username14,Moderately Played,$59.40 ,listing280,0,0
56,username240,Heavily Played,$63.27 ,listing281,0,0
56,username62,Damaged,$75.37 ,listing282,0,0
56,username143,Heavily Played,$3.98 ,listing283,0,0
56,username212,Moderately Played,$46.49 ,listing284,0,0
57,username203,Near Mint,$74.62 ,listing285,0,0
57,username170,Near Mint,$14.42 ,listing286,0,0
57,username191,Near Mint,$35.60 ,listing287,0,0
57,username119,Lightly Played,$14.99 ,listing288,0,0
57,username19,Damaged,$80.73 ,listing289,0,0
58,username165,Moderately Played,$22 ,listing290,0,0
58,username75,Lightly Played,$19.95 ,listing291,0,0
58,username229,Moderately Played,$24.14 ,listing292,0,0
58,username125,Lightly Played,$7.72 ,listing293,0,0
58,username149,Moderately Played,$5.56 ,listing294,0,0
59,username193,Heavily Played,$37.59 ,listing295,0,0
59,username23,Lightly Played,$53.10 ,listing296,0,0
59,username244,Damaged,$60.82 ,listing297,0,0
59,username243,Lightly Played,$26.07 ,listing298,0,0
59,username74,Near Mint,$42.52 ,listing299,0,0
60,username2,Heavily Played,$99.06 ,listing300,0,0
60,username68,Heavily Played,$35.74 ,listing301,0,0
60,username211,Damaged,$30.64 ,listing302,0,0
60,username99,Lightly Played,$50.44 ,listing303,0,0
60,username115,Heavily Played,$98.85 ,listing304,0,0
61,username223,Near Mint,$65.45 ,listing305,0,0
61,username131,Moderately Played,$51.15 ,listing306,0,0
61,username66,Lightly Played,$62.62 ,listing307,0,0
61,username0,Lightly Played,$19.91 ,listing308,0,0
61,username135,Heavily Played,$85.95 ,listing309,0,0
62,username232,Heavily Played,$65.38 ,listing310,0,0
62,username241,Lightly Played,$73.67 ,listing311,0,0
62,username36,Lightly Played,$94.48 ,listing312,0,0
62,username188,Lightly Played,$57.06 ,listing313,0,0
62,username170,Near Mint,$42.03 ,listing314,0,0
63,username102,Heavily Played,$56.87 ,listing315,0,0
63,username226,Lightly Played,$49.22 ,listing316,0,0
63,username136,Heavily Played,$70.30 ,listing317,0,0
63,username231,Moderately Played,$21.66 ,listing318,0,0
63,username223,Heavily Played,$8.21 ,listing319,0,0
64,username111,Lightly Played,$38.26 ,listing320,0,0
64,username21,Damaged,$70.94 ,listing321,0,0
64,username183,Damaged,$48.42 ,listing322,0,0
64,username89,Lightly Played,$45.45 ,listing323,0,0
64,username37,Heavily Played,$50.03 ,listing324,0,0
65,username225,Near Mint,$59.36 ,listing325,0,0
65,username96,Lightly Played,$81.73 ,listing326,0,0
65,username36,Near Mint,$75 ,listing327,0,0
65,username31,Heavily Played,$67.72 ,listing328,0,0
65,username63,Heavily Played,$68.94 ,listing329,0,0
66,username99,Damaged,$87.85 ,listing330,0,0
66,username3,Lightly Played,$51.40 ,listing331,0,0
66,username28,Heavily Played,$27.07 ,listing332,0,0
66,username157,Lightly Played,$88.55 ,listing333,0,0
66,username30,Damaged,$23.34 ,listing334,0,0
67,username54,Lightly Played,$33.72 ,listing335,0,0
67,username214,Heavily Played,$18.90 ,listing336,0,0
67,username43,Moderately Played,$2.14 ,listing337,0,0
67,username195,Moderately Played,$42.62 ,listing338,0,0
67,username205,Moderately Played,$33.48 ,listing339,0,0
68,username120,Damaged,$64.09 ,listing340,0,0
68,username178,Moderately Played,$95.55 ,listing341,0,0
68,username129,Damaged,$90.04 ,listing342,0,0
68,username219,Lightly Played,$22.36 ,listing343,0,0
68,username171,Near Mint,$28.08 ,listing344,0,0
69,username216,Moderately Played,$89.38 ,listing345,0,0
69,username207,Damaged,$65.55 ,listing346,0,0
69,username37,Lightly Played,$84.72 ,listing347,0,0
69,username18,Lightly Played,$81.61 ,listing348,0,0
69,username115,Damaged,$63.48 ,listing349,0,0
70,username131,Moderately Played,$39.90 ,listing350,0,0
70,username57,Lightly Played,$73.19 ,listing351,0,0
70,username69,Heavily Played,$17.50 ,listing352,0,0
70,username181,Near Mint,$87.01 ,listing353,0,0
70,username71,Damaged,$61.53 ,listing354,0,0
71,username97,Moderately Played,$74.45 ,listing355,0,0
71,username131,Moderately Played,$74.16 ,listing356,0,0
71,username27,Damaged,$74.76 ,listing357,0,0
71,username197,Moderately Played,$15 ,listing358,0,0
71,username82,Near Mint,$65.70 ,listing359,0,0
72,username190,Heavily Played,$42.82 ,listing360,0,0
72,username216,Damaged,$4.51 ,listing361,0,0
72,username125,Heavily Played,$47.76 ,listing362,0,0
72,username40,Lightly Played,$82.07 ,listing363,0,0
72,username220,Moderately Played,$97.11 ,listing364,0,0
73,username226,Damaged,$40.02 ,listing365,0,0
73,username236,Moderately Played,$52.48 ,listing366,0,0
73,username137,Near Mint,$6.92 ,listing367,0,0
73,username174,Heavily Played,$91.47 ,listing368,0,0
73,username44,Damaged,$81.29 ,listing369,0,0
74,username76,Lightly Played,$75.61 ,listing370,0,0
74,username126,Moderately Played,$28.33 ,listing371,0,0
74,username5,Heavily Played,$32.17 ,listing372,0,0
74,username77,Heavily Played,$84.23 ,listing373,0,0
74,username147,Damaged,$29.43 ,listing374,0,0
75,username8,Heavily Played,$0.75 ,listing375,0,0
75,username32,Near Mint,$59.76 ,listing376,0,0
75,username227,Near Mint,$10.53 ,listing377,0,0
75,username132,Damaged,$18.07 ,listing378,0,0
75,username185,Near Mint,$19.73 ,listing379,0,0
76,username62,Damaged,$73.06 ,listing380,0,0
76,username112,Near Mint,$69.73 ,listing381,0,0
76,username122,Lightly Played,$25.16 ,listing382,0,0
76,username159,Near Mint,$46.22 ,listing383,0,0
76,username201,Moderately Played,$36.19 ,listing384,0,0
77,username48,Lightly Played,$24 ,listing385,0,0
77,username175,Damaged,$80.31 ,listing386,0,0
77,username91,Heavily Played,$94.59 ,listing387,0,0
77,username239,Moderately Played,$34.81 ,listing388,0,0
77,username135,Moderately Played,$67.62 ,listing389,0,0
78,username173,Damaged,$95.82 ,listing390,0,0
78,username188,Moderately Played,$60.24 ,listing391,0,0
78,username68,Lightly Played,$54.79 ,listing392,0,0
78,username26,Heavily Played,$17.41 ,listing393,0,0
78,username122,Heavily Played,$99.77 ,listing394,0,0
79,username216,Lightly Played,$33.87 ,listing395,0,0
79,username81,Lightly Played,$38.08 ,listing396,0,0
79,username204,Heavily Played,$73.25 ,listing397,0,0
79,username158,Near Mint,$96.28 ,listing398,0,0
79,username217,Damaged,$97.29 ,listing399,0,0
80,username142,Moderately Played,$6.58 ,listing400,0,0
80,username218,Damaged,$70.22 ,listing401,0,0
80,username249,Near Mint,$41.84 ,listing402,0,0
80,username57,Lightly Played,$74.42 ,listing403,0,0
80,username98,Damaged,$7.58 ,listing404,0,0
81,username62,Near Mint,$46.41 ,listing405,0,0
81,username12,Damaged,$14.91 ,listing406,0,0
81,username228,Near Mint,$12.54 ,listing407,0,0
81,username175,Near Mint,$5.11 ,listing408,0,0
81,username104,Heavily Played,$37.39 ,listing409,0,0
82,username13,Moderately Played,$98.24 ,listing410,0,0
82,username11,Moderately Played,$15.47 ,listing411,0,0
82,username114,Damaged,$89.96 ,listing412,0,0
82,username116,Lightly Played,$52.24 ,listing413,0,0
82,username32,Damaged,$49.23 ,listing414,0,0
83,username93,Lightly Played,$70.79 ,listing415,0,0
83,username238,Moderately Played,$75.23 ,listing416,0,0
83,username148,Lightly Played,$17.18 ,listing417,0,0
83,username203,Lightly Played,$25.85 ,listing418,0,0
83,username146,Lightly Played,$46.61 ,listing419,0,0
84,username25,Heavily Played,$87.46 ,listing420,0,0
84,username149,Near Mint,$69.09 ,listing421,0,0
84,username242,Heavily Played,$90.48 ,listing422,0,0
84,username154,Near Mint,$32.13 ,listing423,0,0
84,username21,Damaged,$93.41 ,listing424,0,0
85,username193,Near Mint,$64.34 ,listing425,0,0
85,username130,Moderately Played,$91.43 ,listing426,0,0
85,username202,Damaged,$7.63 ,listing427,0,0
85,username223,Damaged,$68.05 ,listing428,0,0
85,username14,Lightly Played,$2.95 ,listing429,0,0
86,username147,Damaged,$96.16 ,listing430,0,0
86,username166,Moderately Played,$41.65 ,listing431,0,0
86,username92,Moderately Played,$95.16 ,listing432,0,0
86,username92,Moderately Played,$69.35 ,listing433,0,0
86,username150,Damaged,$40.16 ,listing434,0,0
87,username178,Damaged,$5.01 ,listing435,0,0
87,username210,Moderately Played,$3.98 ,listing436,0,0
87,username144,Lightly Played,$54.50 ,listing437,0,0
87,username120,Damaged,$89.65 ,listing438,0,0
87,username211,Damaged,$68.90 ,listing439,0,0
88,username64,Near Mint,$5.59 ,listing440,0,0
88,username71,Damaged,$58.07 ,listing441,0,0
88,username24,Heavily Played,$66.13 ,listing442,0,0
88,username107,Lightly Played,$97.38 ,listing443,0,0
88,username135,Heavily Played,$97.17 ,listing444,0,0
89,username222,Heavily Played,$67.82 ,listing445,0,0
89,username245,Moderately Played,$80.70 ,listing446,0,0
89,username158,Near Mint,$88.37 ,listing447,0,0
89,username135,Damaged,$42.68 ,listing448,0,0
89,username187,Near Mint,$55.39 ,listing449,0,0
90,username8,Lightly Played,$44.21 ,listing450,0,0
90,username133,Heavily Played,$89.15 ,listing451,0,0
90,username95,Moderately Played,$8.95 ,listing452,0,0
90,username92,Heavily Played,$85.31 ,listing453,0,0
90,username143,Heavily Played,$13 ,listing454,0,0
91,username203,Near Mint,$23.74 ,listing455,0,0
91,username243,Moderately Played,$74.35 ,listing456,0,0
91,username76,Near Mint,$96.79 ,listing457,0,0
91,username63,Damaged,$63.46 ,listing458,0,0
91,username3,Damaged,$69.89 ,listing459,0,0
92,username109,Lightly Played,$0.53 ,listing460,0,0
92,username30,Moderately Played,$3.05 ,listing461,0,0
92,username205,Damaged,$39.99 ,listing462,0,0
92,username230,Near Mint,$3.35 ,listing463,0,0
92,username139,Lightly Played,$53.06 ,listing464,0,0
93,username27,Lightly Played,$62.39 ,listing465,0,0
93,username93,Lightly Played,$54.03 ,listing466,0,0
93,username157,Lightly Played,$74.09 ,listing467,0,0
93,username226,Near Mint,$43.28 ,listing468,0,0
93,username187,Heavily Played,$86.63 ,listing469,0,0
94,username180,Heavily Played,$98.20 ,listing470,0,0
94,username78,Lightly Played,$59.94 ,listing471,0,0
94,username223,Lightly Played,$62.50 ,listing472,0,0
94,username0,Heavily Played,$38.58 ,listing473,0,0
94,username180,Damaged,$34.41 ,listing474,0,0
95,username244,Moderately Played,$4.29 ,listing475,0,0
95,username125,Damaged,$29.64 ,listing476,0,0
95,username124,Moderately Played,$46.55 ,listing477,0,0
95,username108,Damaged,$15.29 ,listing478,0,0
95,username146,Damaged,$54.60 ,listing479,0,0
96,username186,Lightly Played,$22.25 ,listing480,0,0
96,username64,Heavily Played,$31.04 ,listing481,0,0
96,username138,Damaged,$51.26 ,listing482,0,0
96,username220,Damaged,$66.50 ,listing483,0,0
96,username196,Damaged,$42.58 ,listing484,0,0
97,username130,Lightly Played,$91.55 ,listing485,0,0
97,username118,Lightly Played,$80.07 ,listing486,0,0
97,username146,Moderately Played,$14.74 ,listing487,0,0
97,username140,Heavily Played,$28.71 ,listing488,0,0
97,username58,Damaged,$39.58 ,listing489,0,0
98,username68,Moderately Played,$69.60 ,listing490,0,0
98,username187,Heavily Played,$52.74 ,listing491,0,0
98,username152,Lightly Played,$78.83 ,listing492,0,0
98,username106,Lightly Played,$44.65 ,listing493,0,0
98,username50,Moderately Played,$77.89 ,listing494,0,0
99,username15,Damaged,$1.65 ,listing495,0,0
99,username96,Damaged,$39.37 ,listing496,0,0
99,username148,Lightly Played,$77.91 ,listing497,0,0
99,username188,Moderately Played,$2.71 ,listing498,0,0
99,username190,Moderately Played,$48.91 ,listing499,0,0
100,username167,Near Mint,$65.35 ,listing500,0,0
100,username109,Near Mint,$28.02 ,listing501,0,0
100,username15,Heavily Played,$2.31 ,listing502,0,0
100,username116,Near Mint,$53.64 ,listing503,0,0
100,username2,Near Mint,$52.13 ,listing504,0,0
101,username109,Near Mint,$13.66 ,listing505,0,0
101,username52,Lightly Played,$50.98 ,listing506,0,0
101,username18,Near Mint,$17.03 ,listing507,0,0
101,username71,Near Mint,$22.33 ,listing508,0,0
101,username121,Lightly Played,$6.48 ,listing509,0,0
102,username20,Heavily Played,$26.78 ,listing510,0,0
102,username142,Heavily Played,$0.92 ,listing511,0,0
102,username149,Moderately Played,$75.75 ,listing512,0,0
102,username54,Heavily Played,$13.94 ,listing513,0,0
102,username144,Moderately Played,$45.44 ,listing514,0,0
103,username182,Heavily Played,$4.73 ,listing515,0,0
103,username121,Lightly Played,$84.03 ,listing516,0,0
103,username207,Damaged,$6.87 ,listing517,0,0
103,username56,Near Mint,$24.52 ,listing518,0,0
103,username181,Damaged,$58.70 ,listing519,0,0
104,username96,Moderately Played,$28.99 ,listing520,0,0
104,username194,Heavily Played,$37.12 ,listing521,0,0
104,username163,Near Mint,$71.96 ,listing522,0,0
104,username233,Heavily Played,$23.40 ,listing523,0,0
104,username127,Moderately Played,$65.48 ,listing524,0,0
105,username242,Near Mint,$95.38 ,listing525,0,0
105,username180,Heavily Played,$2.99 ,listing526,0,0
105,username181,Heavily Played,$24.38 ,listing527,0,0
105,username248,Heavily Played,$84.38 ,listing528,0,0
